Jogador A colou a ID 571 no seu álbum.
Jogador A colou a ID 1010 no seu álbum.
Jogador A colou a ID 229 no seu álbum.
Jogador A colou a ID 1182 no seu álbum.
Jogador A colou a ID 828 no seu álbum.
Jogador A colou a ID 1088 no seu álbum.
Jogador A colou a ID 24 no seu álbum.
Jogador A colou a ID 913 no seu álbum.
Jogador A colou a ID 734 no seu álbum.
Jogador A colou a ID 10 no seu álbum.
Jogador A colou a ID 965 no seu álbum.
Jogador A colou a ID 244 no seu álbum.
Jogador A colou a ID 102 no seu álbum.
Jogador A colou a ID 306 no seu álbum.
Jogador A colou a ID 673 no seu álbum.
Jogador A colou a ID 278 no seu álbum.
Jogador A colou a ID 739 no seu álbum.
Jogador A colou a ID 354 no seu álbum.
Jogador A colou a ID 547 no seu álbum.
Jogador A colou a ID 636 no seu álbum.
Jogador A colou a ID 552 no seu álbum.
Jogador A colou a ID 72 no seu álbum.
Jogador A colou a ID 893 no seu álbum.
Jogador A colou a ID 451 no seu álbum.
Jogador A colou a ID 992 no seu álbum.
Jogador A colou a ID 853 no seu álbum.
Jogador A colou a ID 406 no seu álbum.
Jogador A colou a ID 49 no seu álbum.
Jogador A colou a ID 906 no seu álbum.
Jogador A colou a ID 287 no seu álbum.
Jogador A colou a ID 20 no seu álbum.
Jogador A colou a ID 236 no seu álbum.
Jogador A colou a ID 933 no seu álbum.
Jogador A colou a ID 794 no seu álbum.
Jogador A colou a ID 760 no seu álbum.
Jogador A colou a ID 414 no seu álbum.
Jogador A colou a ID 61 no seu álbum.
Jogador A colou a ID 17 no seu álbum.
Jogador A colou a ID 399 no seu álbum.
Jogador A colou a ID 599 no seu álbum.
Jogador A colou a ID 275 no seu álbum.
Jogador A colou a ID 568 no seu álbum.
Jogador A colou a ID 780 no seu álbum.
Jogador A colou a ID 747 no seu álbum.
Jogador A colou a ID 1018 no seu álbum.
Jogador A colou a ID 791 no seu álbum.
Jogador A colou a ID 1101 no seu álbum.
Jogador A colou a ID 339 no seu álbum.
Jogador A colou a ID 44 no seu álbum.
Jogador A colou a ID 941 no seu álbum.
Jogador A colou a ID 1161 no seu álbum.
Jogador A colou a ID 521 no seu álbum.
Jogador A colou a ID 665 no seu álbum.
Jogador A colou a ID 1029 no seu álbum.
Jogador A colou a ID 503 no seu álbum.
Jogador A colou a ID 173 no seu álbum.
Jogador A colou a ID 658 no seu álbum.
Jogador A colou a ID 662 no seu álbum.
Jogador A colou a ID 238 no seu álbum.
Jogador A colou a ID 313 no seu álbum.
Jogador A colou a ID 622 no seu álbum.
Jogador A colou a ID 258 no seu álbum.
Jogador A colou a ID 172 no seu álbum.
Jogador A colou a ID 178 no seu álbum.
Jogador A colou a ID 62 no seu álbum.
Jogador A colou a ID 990 no seu álbum.
Jogador A colou a ID 259 no seu álbum.
Jogador A colou a ID 1050 no seu álbum.
Jogador A colou a ID 997 no seu álbum.
Jogador A colou a ID 125 no seu álbum.
Jogador A colou a ID 493 no seu álbum.
Jogador A colou a ID 336 no seu álbum.
Jogador A colou a ID 368 no seu álbum.
Jogador A colou a ID 158 no seu álbum.
Jogador A tirou ID 893 repetida.
Jogador A colou a ID 994 no seu álbum.
Jogador A colou a ID 705 no seu álbum.
Jogador A colou a ID 666 no seu álbum.
Jogador A colou a ID 507 no seu álbum.
Jogador A colou a ID 879 no seu álbum.
Jogador A colou a ID 993 no seu álbum.
Jogador A colou a ID 670 no seu álbum.
Jogador A colou a ID 776 no seu álbum.
Jogador A colou a ID 591 no seu álbum.
Jogador B colou a ID 501 no seu álbum.
Jogador B colou a ID 328 no seu álbum.
Jogador B colou a ID 552 no seu álbum.
Jogador B colou a ID 932 no seu álbum.
Jogador B colou a ID 949 no seu álbum.
Jogador B colou a ID 311 no seu álbum.
Jogador B colou a ID 210 no seu álbum.
Jogador B colou a ID 378 no seu álbum.
Jogador B colou a ID 1190 no seu álbum.
Jogador B colou a ID 760 no seu álbum.
Jogador B colou a ID 1063 no seu álbum.
Jogador B colou a ID 253 no seu álbum.
Jogador B colou a ID 1129 no seu álbum.
Jogador B colou a ID 200 no seu álbum.
Jogador B colou a ID 1151 no seu álbum.
Jogador B colou a ID 231 no seu álbum.
Jogador B colou a ID 922 no seu álbum.
Jogador B colou a ID 113 no seu álbum.
Jogador B colou a ID 178 no seu álbum.
Jogador B colou a ID 718 no seu álbum.
Jogador B colou a ID 1104 no seu álbum.
Jogador B colou a ID 956 no seu álbum.
Jogador B colou a ID 101 no seu álbum.
Jogador B colou a ID 58 no seu álbum.
Jogador B colou a ID 914 no seu álbum.
Jogador B colou a ID 921 no seu álbum.
Jogador B colou a ID 1062 no seu álbum.
Jogador B colou a ID 979 no seu álbum.
Jogador B colou a ID 323 no seu álbum.
Jogador B colou a ID 1191 no seu álbum.
Jogador B colou a ID 758 no seu álbum.
Jogador B colou a ID 998 no seu álbum.
Jogador B colou a ID 174 no seu álbum.
Jogador B colou a ID 465 no seu álbum.
Jogador B colou a ID 60 no seu álbum.
Jogador B colou a ID 645 no seu álbum.
Jogador B colou a ID 53 no seu álbum.
Jogador B colou a ID 827 no seu álbum.
Jogador B colou a ID 25 no seu álbum.
Jogador B colou a ID 193 no seu álbum.
Jogador B colou a ID 951 no seu álbum.
Jogador B colou a ID 653 no seu álbum.
Jogador B colou a ID 81 no seu álbum.
Jogador B colou a ID 298 no seu álbum.
Jogador B colou a ID 20 no seu álbum.
Jogador B colou a ID 220 no seu álbum.
Jogador B colou a ID 127 no seu álbum.
Jogador B colou a ID 38 no seu álbum.
Jogador B colou a ID 721 no seu álbum.
Jogador B colou a ID 776 no seu álbum.
Jogador B colou a ID 1082 no seu álbum.
Jogador B colou a ID 604 no seu álbum.
Jogador B colou a ID 852 no seu álbum.
Jogador B colou a ID 850 no seu álbum.
Jogador B colou a ID 976 no seu álbum.
Jogador B colou a ID 800 no seu álbum.
Jogador B colou a ID 1102 no seu álbum.
Jogador B colou a ID 402 no seu álbum.
Jogador B colou a ID 905 no seu álbum.
Jogador B colou a ID 246 no seu álbum.
Jogador B colou a ID 746 no seu álbum.
Jogador B colou a ID 1014 no seu álbum.
Jogador B colou a ID 499 no seu álbum.
Jogador B colou a ID 5 no seu álbum.
Jogador B colou a ID 924 no seu álbum.
Jogador B tirou ID 1190 repetida.
Jogador B colou a ID 893 no seu álbum.
Jogador B colou a ID 1037 no seu álbum.
Jogador B colou a ID 700 no seu álbum.
Jogador B colou a ID 1028 no seu álbum.
Jogador A enviou ID 62 para o álbum do Jogador B.
